航班号,出发日期,出发时间,出发机场,到达日期,到达时间,到达机场,最低配置要求
12493,FB271,8/25/2019,0.8125,TGD,8/25/2019,0.888888889,FBX
12514,FB717,8/25/2019,0.8125,GKS,8/25/2019,0.881944444,NOU
12569,FB78,8/25/2019,0.8125,NOU,8/25/2019,0.878472222,TGD
12570,FB598,8/25/2019,0.8125,MYJ,8/25/2019,0.878472222,TGD
12607,FB1709,8/25/2019,0.815972222,HOM,8/25/2019,0.868055556,FBX
12662,FB540,8/25/2019,0.815972222,OAX,8/25/2019,0.871527778,TGD
12663,FB640,8/25/2019,0.815972222,HWX,8/25/2019,0.885416667,TGD
12700,FB687,8/25/2019,0.815972222,TGD,8/25/2019,0.875,THJ
12731,FB599,8/25/2019,0.819444444,TGD,8/25/2019,0.878472222,MYJ
12758,FB270,8/25/2019,0.819444444,FBX,8/25/2019,0.892361111,TGD
12789,FB739,8/25/2019,0.819444444,HOM,8/25/2019,0.871527778,UDJ
12820,FB529,8/25/2019,0.819444444,HOM,8/25/2019,0.868055556,XMJ
12851,FB273,8/25/2019,0.822916667,TGD,8/25/2019,0.902777778,FBX
12896,FB558,8/25/2019,0.822916667,TXD,8/25/2019,0.881944444,TGD
12928,FB321,8/25/2019,0.829861111,TGD,8/25/2019,0.868055556,OSY
12970,FB79,8/25/2019,0.833333333,TGD,8/25/2019,0.899305556,NOU
13001,FB539,8/25/2019,0.833333333,TGD,8/25/2019,0.888888889,OAX
13032,FB479,8/25/2019,0.833333333,TGD,8/25/2019,0.9375,SXA
13063,FB410,8/25/2019,0.833333333,AXO,8/25/2019,0.881944444,TGD
13118,FB618,8/25/2019,0.836805556,XMH,8/25/2019,0.90625,TGD
13119,FB660,8/25/2019,0.836805556,SXJ,8/25/2019,0.892361111,TGD
13155,FB389,8/25/2019,0.836805556,TGD,8/25/2019,0.892361111,YKJ
13186,FB449,8/25/2019,0.840277778,GKS,8/25/2019,0.899305556,FBX
13217,FB659,8/25/2019,0.840277778,TGD,8/25/2019,0.895833333,SXJ
13248,FB415,8/25/2019,0.84375,TGD,8/25/2019,0.895833333,HOM
13269,FB639,8/25/2019,0.84375,TGD,8/25/2019,0.909722222,HWX
13300,FB399,8/25/2019,0.84375,TGD,8/25/2019,0.885416667,UYS
13331,FB409,8/25/2019,0.847222222,TGD,8/25/2019,0.892361111,AXO
13386,FB40,8/25/2019,0.847222222,HOM,8/25/2019,0.899305556,TGD
13387,FB688,8/25/2019,0.847222222,THJ,8/25/2019,0.909722222,TGD
13438,FB390,8/25/2019,0.850694444,YKJ,8/25/2019,0.913194444,TGD
13439,FB650,8/25/2019,0.850694444,XMJ,8/25/2019,0.930555556,TGD
13476,FB97,8/25/2019,0.854166667,TGD,8/25/2019,0.909722222,HOM
13507,FB82,8/25/2019,0.854166667,NOU,8/25/2019,0.923611111,TGD
13538,FB689,8/25/2019,0.854166667,TGD,8/25/2019,0.913194444,THJ
13568,FB81,8/25/2019,0.861111111,TGD,8/25/2019,0.927083333,NOU
13589,FB272,8/25/2019,0.864583333,FBX,8/25/2019,0.9375,TGD
13640,FB478,8/25/2019,0.868055556,SXA,8/25/2019,0.96875,TGD
13671,FB416,8/25/2019,0.871527778,HOM,8/25/2019,0.930555556,TGD
13702,FB99,8/25/2019,0.875,TGD,8/25/2019,0.930555556,HOM
13779,FB274,8/25/2019,0.881944444,FBX,8/25/2019,0.958333333,TGD
13813,FB84,8/25/2019,0.892361111,NOU,8/25/2019,0.958333333,TGD
13884,FB100,8/25/2019,0.899305556,HOM,8/25/2019,0.951388889,TGD
13885,FB690,8/25/2019,0.899305556,THJ,8/25/2019,0.958333333,TGD
13912,FB988,8/25/2019,0.909722222,NOU,8/25/2019,0.979166667,TGD
122,FB89,8/26/2019,0.256944444,TGD,8/26/2019,0.375,HUK
153,FB239,8/26/2019,0.267361111,TGD,8/26/2019,0.34375,FBX
209,FB411,8/26/2019,0.267361111,TGD,8/26/2019,0.315972222,HOM
210,FB985,8/26/2019,0.267361111,TGD,8/26/2019,0.3125,HOM
269,FB293,8/26/2019,0.277777778,TGD,8/26/2019,0.329861111,OOJ
300,FB993,8/26/2019,0.277777778,TGD,8/26/2019,0.378472222,SXA
331,FB619,8/26/2019,0.28125,TGD,8/26/2019,0.354166667,XSJ
360,FB381,8/26/2019,0.284722222,TGD,8/26/2019,0.336805556,YKJ
393,FB393,8/26/2019,0.288194444,TGD,8/26/2019,0.329861111,UYS
424,FB13,8/26/2019,0.291666667,TGD,8/26/2019,0.336805556,HOM
455,FB51,8/26/2019,0.291666667,TGD,8/26/2019,0.354166667,NOU
511,FB94,8/26/2019,0.291666667,HOM,8/26/2019,0.340277778,TGD
512,FB240,8/26/2019,0.291666667,FBX,8/26/2019,0.361111111,TGD
548,FB671,8/26/2019,0.291666667,TGD,8/26/2019,0.350694444,THJ
579,FB1200,8/26/2019,0.295138889,SXA,8/26/2019,0.361111111,FBX
660,FB292,8/26/2019,0.295138889,OOJ,8/26/2019,0.347222222,TGD
661,FB412,8/26/2019,0.295138889,HOM,8/26/2019,0.347222222,TGD
662,FB986,8/26/2019,0.295138889,HOM,8/26/2019,0.34375,TGD
721,FB583,8/26/2019,0.298611111,TGD,8/26/2019,0.357638889,MYJ
802,FB312,8/26/2019,0.298611111,OSY,8/26/2019,0.34375,TGD
803,FB394,8/26/2019,0.298611111,UYS,8/26/2019,0.34375,TGD
804,FB652,8/26/2019,0.298611111,SXJ,8/26/2019,0.350694444,TGD
845,FB541,8/26/2019,0.298611111,HOM,8/26/2019,0.347222222,XSJ
876,FB382,8/26/2019,0.305555556,YKJ,8/26/2019,0.361111111,TGD
907,FB241,8/26/2019,0.309027778,TGD,8/26/2019,0.385416667,FBX
938,FB651,8/26/2019,0.309027778,TGD,8/26/2019,0.361111111,SXJ
969,FB582,8/26/2019,0.309027778,MYJ,8/26/2019,0.371527778,TGD
1000,FB451,8/26/2019,0.309027778,TGD,8/26/2019,0.385416667,TUK
1031,FB432,8/26/2019,0.3125,FBX,8/26/2019,0.364583333,GKS
1062,FB1891,8/26/2019,0.3125,TGD,8/26/2019,0.350694444,TAN
1143,FB14,8/26/2019,0.3125,HOM,8/26/2019,0.364583333,TGD
1144,FB50,8/26/2019,0.3125,NOU,8/26/2019,0.378472222,TGD
1145,FB402,8/26/2019,0.3125,AXO,8/26/2019,0.357638889,TGD
1197,FB522,8/26/2019,0.315972222,XMJ,8/26/2019,0.361111111,HOM
1233,FB463,8/26/2019,0.315972222,TGD,8/26/2019,0.420138889,SXA
1364,FB532,8/26/2019,0.315972222,OAX,8/26/2019,0.371527778,TGD
1365,FB562,8/26/2019,0.315972222,XNZ,8/26/2019,0.371527778,TGD
1366,FB632,8/26/2019,0.315972222,HWX,8/26/2019,0.381944444,TGD
1367,FB672,8/26/2019,0.315972222,THJ,8/26/2019,0.375,TGD
1368,FB792,8/26/2019,0.315972222,SHO,8/26/2019,0.381944444,TGD
1419,FB601,8/26/2019,0.315972222,TGD,8/26/2019,0.385416667,XMH
1475,FB492,8/26/2019,0.319444444,GKS,8/26/2019,0.371527778,TGD
1476,FB692,8/26/2019,0.319444444,BCJ,8/26/2019,0.388888889,TGD
1512,FB531,8/26/2019,0.322916667,TGD,8/26/2019,0.375,OAX
1543,FB401,8/26/2019,0.326388889,TGD,8/26/2019,0.371527778,AXO
1574,FB732,8/26/2019,0.326388889,UDJ,8/26/2019,0.381944444,HOM
1605,FB2176,8/26/2019,0.326388889,HOM,8/26/2019,0.381944444,TGD
1636,FB313,8/26/2019,0.329861111,TGD,8/26/2019,0.368055556,OSY
1667,FB421,8/26/2019,0.333333333,HOM,8/26/2019,0.385416667,FBX
1723,FB15,8/26/2019,0.333333333,TGD,8/26/2019,0.378472222,HOM
1724,FB1702,8/26/2019,0.333333333,FBX,8/26/2019,0.378472222,HOM
1785,FB53,8/26/2019,0.333333333,TGD,8/26/2019,0.395833333,NOU
1786,FB1271,8/26/2019,0.333333333,THJ,8/26/2019,0.416666667,NOU
1822,FB1731,8/26/2019,0.333333333,HOM,8/26/2019,0.416666667,SXA
1928,FB16,8/26/2019,0.333333333,HOM,8/26/2019,0.385416667,TGD
1929,FB242,8/26/2019,0.333333333,FBX,8/26/2019,0.40625,TGD
1930,FB460,8/26/2019,0.333333333,SXA,8/26/2019,0.434027778,TGD
1931,FB620,8/26/2019,0.333333333,XSJ,8/26/2019,0.40625,TGD
1977,FB602,8/26/2019,0.336805556,XMH,8/26/2019,0.40625,TGD
2008,FB731,8/26/2019,0.336805556,HOM,8/26/2019,0.388888889,UDJ
2049,FB96,8/26/2019,0.340277778,HOM,8/26/2019,0.392361111,TGD
2070,FB561,8/26/2019,0.340277778,TGD,8/26/2019,0.399305556,XNZ
2101,FB661,8/26/2019,0.34375,TGD,8/26/2019,0.416666667,GKU
2142,FB763,8/26/2019,0.34375,HOM,8/26/2019,0.430555556,SXA
2173,FB662,8/26/2019,0.34375,GKU,8/26/2019,0.420138889,TGD
2194,FB673,8/26/2019,0.34375,TGD,8/26/2019,0.402777778,THJ
2235,FB641,8/26/2019,0.347222222,TGD,8/26/2019,0.416666667,XMJ
2266,FB577,8/26/2019,0.350694444,HOM,8/26/2019,0.430555556,NOU
2297,FB642,8/26/2019,0.350694444,XMJ,8/26/2019,0.420138889,TGD
2328,FB243,8/26/2019,0.354166667,TGD,8/26/2019,0.427083333,FBX
2359,FB52,8/26/2019,0.354166667,NOU,8/26/2019,0.420138889,TGD
2390,FB467,8/26/2019,0.357638889,TGD,8/26/2019,0.465277778,SXA
2421,FB396,8/26/2019,0.357638889,UYS,8/26/2019,0.402777778,TGD
2442,FB751,8/26/2019,0.357638889,TGD,8/26/2019,0.399305556,XMQ
2473,FB1747,8/26/2019,0.361111111,HOM,8/26/2019,0.461805556,HUK
2504,FB771,8/26/2019,0.361111111,HOM,8/26/2019,0.4375,NOU
2535,FB301,8/26/2019,0.361111111,GKS,8/26/2019,0.454861111,SXA
2576,FB1203,8/26/2019,0.364583333,FBX,8/26/2019,0.4375,SXA
2628,FB294,8/26/2019,0.364583333,OOJ,8/26/2019,0.416666667,TGD
2629,FB384,8/26/2019,0.364583333,YKJ,8/26/2019,0.420138889,TGD
2655,FB281,8/26/2019,0.368055556,TGD,8/26/2019,0.420138889,OXU
2686,FB747,8/26/2019,0.371527778,TGD,8/26/2019,0.409722222,GOQ
2717,FB787,8/26/2019,0.371527778,TGD,8/26/2019,0.420138889,SGJ
2748,FB621,8/26/2019,0.371527778,TGD,8/26/2019,0.444444444,XSJ
2779,FB245,8/26/2019,0.375,TGD,8/26/2019,0.447916667,FBX
2810,FB17,8/26/2019,0.375,TGD,8/26/2019,0.423611111,HOM
2841,FB55,8/26/2019,0.375,TGD,8/26/2019,0.440972222,NOU
2922,FB18,8/26/2019,0.375,HOM,8/26/2019,0.423611111,TGD
2923,FB244,8/26/2019,0.375,FBX,8/26/2019,0.447916667,TGD
2924,FB1892,8/26/2019,0.375,TAN,8/26/2019,0.413194444,TGD
2985,FB544,8/26/2019,0.378472222,XSJ,8/26/2019,0.427083333,HOM
3016,FB674,8/26/2019,0.378472222,THJ,8/26/2019,0.434027778,TGD
3047,FB434,8/26/2019,0.381944444,FBX,8/26/2019,0.434027778,GKS
3068,FB622,8/26/2019,0.381944444,XSJ,8/26/2019,0.454861111,TGD
3099,FB1795,8/26/2019,0.385416667,HOM,8/26/2019,0.472222222,MMC
3150,FB523,8/26/2019,0.385416667,HOM,8/26/2019,0.434027778,XMJ
3181,FB995,8/26/2019,0.388888889,TGD,8/26/2019,0.496527778,SXA
3212,FB654,8/26/2019,0.388888889,SXJ,8/26/2019,0.444444444,TGD
3243,FB675,8/26/2019,0.388888889,TGD,8/26/2019,0.447916667,THJ
3284,FB246,8/26/2019,0.392361111,FBX,8/26/2019,0.465277778,TGD
3315,FB57,8/26/2019,0.395833333,TGD,8/26/2019,0.461805556,NOU
3361,FB54,8/26/2019,0.395833333,NOU,8/26/2019,0.461805556,TGD
3362,FB584,8/26/2019,0.395833333,MYJ,8/26/2019,0.458333333,TGD
3423,FB316,8/26/2019,0.399305556,OSY,8/26/2019,0.447916667,TGD
3424,FB404,8/26/2019,0.399305556,AXO,8/26/2019,0.447916667,TGD
3459,FB383,8/26/2019,0.399305556,TGD,8/26/2019,0.454861111,YKJ
3490,FB585,8/26/2019,0.402777778,TGD,8/26/2019,0.461805556,MYJ
3521,FB533,8/26/2019,0.402777778,TGD,8/26/2019,0.454861111,OAX
3552,FB315,8/26/2019,0.402777778,TGD,8/26/2019,0.444444444,OSY
3584,FB703,8/26/2019,0.40625,GKS,8/26/2019,0.479166667,NOU
3615,FB534,8/26/2019,0.40625,OAX,8/26/2019,0.461805556,TGD
3646,FB247,8/26/2019,0.409722222,TGD,8/26/2019,0.482638889,FBX
3677,FB994,8/26/2019,0.409722222,SXA,8/26/2019,0.517361111,TGD
3708,FB981,8/26/2019,0.409722222,TGD,8/26/2019,0.486111111,TUK
3742,FB604,8/26/2019,0.413194444,XMH,8/26/2019,0.482638889,TGD
3773,FB735,8/26/2019,0.413194444,HOM,8/26/2019,0.465277778,UDJ
3822,FB19,8/26/2019,0.416666667,TGD,8/26/2019,0.461805556,HOM
3823,FB734,8/26/2019,0.416666667,UDJ,8/26/2019,0.472222222,HOM
3859,FB59,8/26/2019,0.416666667,TGD,8/26/2019,0.482638889,NOU
3890,FB1205,8/26/2019,0.416666667,FBX,8/26/2019,0.486111111,SXA
3946,FB20,8/26/2019,0.416666667,HOM,8/26/2019,0.46875,TGD
3947,FB454,8/26/2019,0.416666667,TUK,8/26/2019,0.489583333,TGD
3983,FB643,8/26/2019,0.416666667,TGD,8/26/2019,0.486111111,XMJ
4014,FB793,8/26/2019,0.423611111,TGD,8/26/2019,0.489583333,SHO
4044,FB248,8/26/2019,0.423611111,FBX,8/26/2019,0.496527778,TGD
4064,FB564,8/26/2019,0.427083333,XNZ,8/26/2019,0.482638889,TGD
4095,FB553,8/26/2019,0.427083333,TGD,8/26/2019,0.482638889,TXD
4131,FB2153,8/26/2019,0.430555556,TGD,8/26/2019,0.503472222,NOU
4162,FB653,8/26/2019,0.430555556,TGD,8/26/2019,0.482638889,SXJ
4194,FB754,8/26/2019,0.430555556,XMQ,8/26/2019,0.482638889,TGD
4225,FB676,8/26/2019,0.434027778,THJ,8/26/2019,0.493055556,TGD
4256,FB1605,8/26/2019,0.434027778,HOM,8/26/2019,0.465277778,XNZ
4283,FB249,8/26/2019,0.4375,TGD,8/26/2019,0.513888889,FBX
4334,FB56,8/26/2019,0.4375,NOU,8/26/2019,0.503472222,TGD
4363,FB571,8/26/2019,0.4375,TGD,8/26/2019,0.513888889,WXJ
4393,FB753,8/26/2019,0.4375,TGD,8/26/2019,0.479166667,XMQ
4424,FB1734,8/26/2019,0.444444444,SXA,8/26/2019,0.53125,HOM
4455,FB748,8/26/2019,0.444444444,GOQ,8/26/2019,0.489583333,TGD
4486,FB693,8/26/2019,0.447916667,TGD,8/26/2019,0.513888889,BCJ
4517,FB575,8/26/2019,0.447916667,TGD,8/26/2019,0.510416667,HWJ
4548,FB469,8/26/2019,0.447916667,TGD,8/26/2019,0.555555556,SXA
4579,FB644,8/26/2019,0.447916667,XMJ,8/26/2019,0.520833333,TGD
4610,FB677,8/26/2019,0.447916667,TGD,8/26/2019,0.506944444,THJ
4641,FB1693,8/26/2019,0.451388889,NOU,8/26/2019,0.600694444,SXA
4697,FB282,8/26/2019,0.451388889,OXU,8/26/2019,0.503472222,TGD
4698,FB664,8/26/2019,0.451388889,GKU,8/26/2019,0.527777778,TGD
4749,FB462,8/26/2019,0.454861111,SXA,8/26/2019,0.5625,TGD
4750,FB788,8/26/2019,0.454861111,SGJ,8/26/2019,0.510416667,TGD
4786,FB663,8/26/2019,0.458333333,TGD,8/26/2019,0.53125,GKU
4817,FB21,8/26/2019,0.458333333,TGD,8/26/2019,0.503472222,HOM
4848,FB61,8/26/2019,0.458333333,TGD,8/26/2019,0.527777778,NOU
4879,FB765,8/26/2019,0.458333333,HOM,8/26/2019,0.545138889,SXA
4910,FB22,8/26/2019,0.458333333,HOM,8/26/2019,0.510416667,TGD
4931,FB774,8/26/2019,0.461805556,NOU,8/26/2019,0.538194444,HOM
4962,FB1867,8/26/2019,0.461805556,XMJ,8/26/2019,0.527777778,SXA
4982,FB1206,8/26/2019,0.465277778,SXA,8/26/2019,0.538194444,FBX
5011,FB764,8/26/2019,0.465277778,SXA,8/26/2019,0.548611111,HOM
5042,FB395,8/26/2019,0.465277778,TGD,8/26/2019,0.506944444,UYS
5094,FB250,8/26/2019,0.472222222,FBX,8/26/2019,0.545138889,TGD
5125,FB1861,8/26/2019,0.475694444,THJ,8/26/2019,0.555555556,SXA
5156,FB624,8/26/2019,0.475694444,XSJ,8/26/2019,0.548611111,TGD
5187,FB741,8/26/2019,0.475694444,TGD,8/26/2019,0.541666667,XBT
5218,FB563,8/26/2019,0.475694444,TGD,8/26/2019,0.534722222,XNZ
5249,FB251,8/26/2019,0.479166667,TGD,8/26/2019,0.555555556,FBX
5316,FB1181,8/26/2019,0.479166667,OSY,8/26/2019,0.538194444,NOU
5347,FB58,8/26/2019,0.479166667,NOU,8/26/2019,0.545138889,TGD
5362,FB289,8/26/2019,0.482638889,FBX,8/26/2019,0.583333333,NOU
5393,FB471,8/26/2019,0.482638889,TGD,8/26/2019,0.59375,SXA
5432,FB2158,8/26/2019,0.486111111,SXA,8/26/2019,0.600694444,TGD
5488,FB1606,8/26/2019,0.489583333,XNZ,8/26/2019,0.520833333,HOM
5489,FB1748,8/26/2019,0.489583333,HUK,8/26/2019,0.59375,HOM
5521,FB1621,8/26/2019,0.489583333,OAX,8/26/2019,0.572916667,SXA
5552,FB1142,8/26/2019,0.493055556,NOU,8/26/2019,0.569444444,HOM
5584,FB590,8/26/2019,0.493055556,MYJ,8/26/2019,0.555555556,TGD
5617,FB91,8/26/2019,0.496527778,TGD,8/26/2019,0.614583333,HUK
5648,FB775,8/26/2019,0.496527778,HOM,8/26/2019,0.576388889,NOU
5679,FB1863,8/26/2019,0.496527778,UDJ,8/26/2019,0.618055556,SXA
5710,FB623,8/26/2019,0.496527778,TGD,8/26/2019,0.569444444,XSJ
5766,FB23,8/26/2019,0.5,TGD,8/26/2019,0.545138889,HOM
5767,FB1796,8/26/2019,0.5,MMC,8/26/2019,0.600694444,HOM
5803,FB635,8/26/2019,0.5,TGD,8/26/2019,0.565972222,HWX
5834,FB87,8/26/2019,0.5,TGD,8/26/2019,0.618055556,MMY
5865,FB63,8/26/2019,0.5,TGD,8/26/2019,0.565972222,NOU
5914,FB24,8/26/2019,0.5,HOM,8/26/2019,0.552083333,TGD
5915,FB464,8/26/2019,0.5,SXA,8/26/2019,0.607638889,TGD
5951,FB535,8/26/2019,0.503472222,TGD,8/26/2019,0.559027778,OAX
5982,FB706,8/26/2019,0.506944444,NOU,8/26/2019,0.579861111,GKS
6013,FB1173,8/26/2019,0.506944444,XMQ,8/26/2019,0.569444444,NOU
6044,FB1893,8/26/2019,0.510416667,TGD,8/26/2019,0.548611111,TAN
6100,FB386,8/26/2019,0.510416667,YKJ,8/26/2019,0.569444444,TGD
6101,FB982,8/26/2019,0.510416667,TUK,8/26/2019,0.583333333,TGD
6137,FB377,8/26/2019,0.510416667,TGD,8/26/2019,0.579861111,UTC
6218,FB90,8/26/2019,0.513888889,HUK,8/26/2019,0.635416667,TGD
6219,FB252,8/26/2019,0.513888889,FBX,8/26/2019,0.590277778,TGD
6220,FB554,8/26/2019,0.513888889,TXD,8/26/2019,0.572916667,TGD
6261,FB589,8/26/2019,0.517361111,TGD,8/26/2019,0.576388889,MYJ
6292,FB646,8/26/2019,0.517361111,XMJ,8/26/2019,0.590277778,TGD
6348,FB62,8/26/2019,0.520833333,NOU,8/26/2019,0.586805556,TGD
6349,FB796,8/26/2019,0.520833333,SHO,8/26/2019,0.586805556,TGD
6407,FB253,8/26/2019,0.524305556,TGD,8/26/2019,0.597222222,FBX
6438,FB656,8/26/2019,0.524305556,SXJ,8/26/2019,0.579861111,TGD
6469,FB1208,8/26/2019,0.527777778,SXA,8/26/2019,0.600694444,FBX
6500,FB996,8/26/2019,0.53125,SXA,8/26/2019,0.638888889,TGD
6531,FB398,8/26/2019,0.534722222,UYS,8/26/2019,0.579861111,TGD
6562,FB473,8/26/2019,0.538194444,TGD,8/26/2019,0.645833333,SXA
6593,FB576,8/26/2019,0.538194444,HWJ,8/26/2019,0.604166667,TGD
6625,FB25,8/26/2019,0.541666667,TGD,8/26/2019,0.586805556,HOM
6656,FB65,8/26/2019,0.541666667,TGD,8/26/2019,0.607638889,NOU
6757,FB26,8/26/2019,0.541666667,HOM,8/26/2019,0.59375,TGD
6758,FB572,8/26/2019,0.541666667,WXJ,8/26/2019,0.621527778,TGD
6759,FB678,8/26/2019,0.541666667,THJ,8/26/2019,0.600694444,TGD
6760,FB696,8/26/2019,0.541666667,BCJ,8/26/2019,0.611111111,TGD
6815,FB991,8/26/2019,0.545138889,TGD,8/26/2019,0.604166667,HOM
6846,FB1101,8/26/2019,0.545138889,TGD,8/26/2019,0.597222222,OOJ
6880,FB2154,8/26/2019,0.545138889,NOU,8/26/2019,0.618055556,TGD
6901,FB573,8/26/2019,0.545138889,TGD,8/26/2019,0.621527778,WXJ
6952,FB565,8/26/2019,0.548611111,TGD,8/26/2019,0.607638889,XNZ
6985,FB254,8/26/2019,0.552083333,FBX,8/26/2019,0.625,TGD
7026,FB679,8/26/2019,0.555555556,TGD,8/26/2019,0.611111111,THJ
7047,FB609,8/26/2019,0.555555556,TGD,8/26/2019,0.625,XMH
7058,FB1165,8/26/2019,0.559027778,HOM,8/26/2019,0.659722222,HUK
7083,FB64,8/26/2019,0.5625,NOU,8/26/2019,0.628472222,TGD
7114,FB255,8/26/2019,0.565972222,TGD,8/26/2019,0.642361111,FBX
7149,FB566,8/26/2019,0.565972222,XNZ,8/26/2019,0.621527778,TGD
7206,FB666,8/26/2019,0.569444444,GKU,8/26/2019,0.645833333,TGD
7207,FB742,8/26/2019,0.569444444,XBT,8/26/2019,0.642361111,TGD
7208,FB2144,8/26/2019,0.569444444,FBX,8/26/2019,0.65625,TGD
7245,FB1182,8/26/2019,0.572916667,NOU,8/26/2019,0.635416667,OSY
7276,FB625,8/26/2019,0.579861111,TGD,8/26/2019,0.649305556,XSJ
7336,FB27,8/26/2019,0.583333333,TGD,8/26/2019,0.628472222,HOM
7337,FB766,8/26/2019,0.583333333,SXA,8/26/2019,0.666666667,HOM
7373,FB67,8/26/2019,0.583333333,TGD,8/26/2019,0.649305556,NOU
7404,FB767,8/26/2019,0.583333333,HOM,8/26/2019,0.670138889,SXA
7435,FB28,8/26/2019,0.583333333,HOM,8/26/2019,0.635416667,TGD
7473,FB256,8/26/2019,0.586805556,FBX,8/26/2019,0.663194444,TGD
7504,FB1864,8/26/2019,0.586805556,SXA,8/26/2019,0.701388889,UDJ
7585,FB536,8/26/2019,0.590277778,OAX,8/26/2019,0.645833333,TGD
7586,FB1894,8/26/2019,0.590277778,TAN,8/26/2019,0.628472222,TGD
7587,FB2178,8/26/2019,0.590277778,HOM,8/26/2019,0.645833333,TGD
7639,FB257,8/26/2019,0.59375,TGD,8/26/2019,0.666666667,FBX
7669,FB655,8/26/2019,0.59375,TGD,8/26/2019,0.645833333,SXJ
7700,FB290,8/26/2019,0.597222222,NOU,8/26/2019,0.694444444,FBX
7746,FB468,8/26/2019,0.597222222,SXA,8/26/2019,0.704861111,TGD
7747,FB636,8/26/2019,0.597222222,HWX,8/26/2019,0.663194444,TGD
7783,FB1174,8/26/2019,0.597222222,NOU,8/26/2019,0.663194444,XMQ
7804,FB626,8/26/2019,0.600694444,XSJ,8/26/2019,0.673611111,TGD
7835,FB475,8/26/2019,0.604166667,TGD,8/26/2019,0.708333333,SXA
7896,FB66,8/26/2019,0.604166667,NOU,8/26/2019,0.670138889,TGD
7930,FB378,8/26/2019,0.607638889,UTC,8/26/2019,0.684027778,TGD
7961,FB1141,8/26/2019,0.611111111,HOM,8/26/2019,0.690972222,NOU
7992,FB1622,8/26/2019,0.611111111,SXA,8/26/2019,0.690972222,OAX
8023,FB592,8/26/2019,0.611111111,MYJ,8/26/2019,0.673611111,TGD
8064,FB645,8/26/2019,0.618055556,TGD,8/26/2019,0.6875,XMJ
8115,FB681,8/26/2019,0.621527778,TGD,8/26/2019,0.677083333,THJ
8122,FB547,8/26/2019,0.621527778,HOM,8/26/2019,0.670138889,XSJ
8138,FB385,8/26/2019,0.621527778,TGD,8/26/2019,0.677083333,YKJ
8168,FB259,8/26/2019,0.625,TGD,8/26/2019,0.697916667,FBX
8199,FB31,8/26/2019,0.625,TGD,8/26/2019,0.670138889,HOM
8230,FB593,8/26/2019,0.625,TGD,8/26/2019,0.684027778,MYJ
8261,FB69,8/26/2019,0.625,TGD,8/26/2019,0.6875,NOU
8332,FB30,8/26/2019,0.625,HOM,8/26/2019,0.677083333,TGD
8333,FB470,8/26/2019,0.625,SXA,8/26/2019,0.736111111,TGD
8334,FB1102,8/26/2019,0.625,OOJ,8/26/2019,0.677083333,TGD
8375,FB258,8/26/2019,0.628472222,FBX,8/26/2019,0.704861111,TGD
8406,FB990,8/26/2019,0.631944444,HOM,8/26/2019,0.684027778,TGD
8437,FB1872,8/26/2019,0.635416667,SXA,8/26/2019,0.701388889,GKU
8468,FB568,8/26/2019,0.635416667,XNZ,8/26/2019,0.690972222,TGD
8537,FB697,8/26/2019,0.642361111,TGD,8/26/2019,0.708333333,BCJ
8568,FB1209,8/26/2019,0.642361111,FBX,8/26/2019,0.715277778,SXA
8599,FB680,8/26/2019,0.642361111,THJ,8/26/2019,0.701388889,TGD
8630,FB1103,8/26/2019,0.645833333,TGD,8/26/2019,0.708333333,HWJ
8696,FB68,8/26/2019,0.645833333,NOU,8/26/2019,0.711805556,TGD
8697,FB92,8/26/2019,0.645833333,HUK,8/26/2019,0.767361111,TGD
8759,FB88,8/26/2019,0.649305556,MMY,8/26/2019,0.767361111,TGD
8760,FB574,8/26/2019,0.649305556,WXJ,8/26/2019,0.729166667,TGD
8796,FB1862,8/26/2019,0.649305556,SXA,8/26/2019,0.725694444,THJ
8832,FB610,8/26/2019,0.652777778,XMH,8/26/2019,0.722222222,TGD
8863,FB261,8/26/2019,0.65625,TGD,8/26/2019,0.732638889,FBX
8894,FB777,8/26/2019,0.65625,HOM,8/26/2019,0.732638889,NOU
8925,FB797,8/26/2019,0.65625,TGD,8/26/2019,0.722222222,SHO
8952,FB477,8/26/2019,0.65625,TGD,8/26/2019,0.756944444,SXA
9005,FB4875,8/26/2019,0.65625,NOU,8/26/2019,0.6875,XBT
9047,FB1644,8/26/2019,0.659722222,MYJ,8/26/2019,0.694444444,HOM
9098,FB1895,8/26/2019,0.663194444,TGD,8/26/2019,0.697916667,TAN
9129,FB397,8/26/2019,0.663194444,TGD,8/26/2019,0.704861111,UYS
9160,FB33,8/26/2019,0.666666667,TGD,8/26/2019,0.711805556,HOM
9191,FB71,8/26/2019,0.666666667,TGD,8/26/2019,0.729166667,NOU
9238,FB32,8/26/2019,0.666666667,HOM,8/26/2019,0.71875,TGD
9239,FB320,8/26/2019,0.666666667,OSY,8/26/2019,0.715277778,TGD
9282,FB455,8/26/2019,0.670138889,TGD,8/26/2019,0.746527778,TUK
9305,FB567,8/26/2019,0.670138889,TGD,8/26/2019,0.725694444,XNZ
9336,FB667,8/26/2019,0.673611111,TGD,8/26/2019,0.746527778,GKU
9367,FB789,8/26/2019,0.673611111,TGD,8/26/2019,0.722222222,SGJ
9398,FB1717,8/26/2019,0.677083333,HOM,8/26/2019,0.756944444,NOU
9453,FB260,8/26/2019,0.677083333,FBX,8/26/2019,0.753472222,TGD
