员工号,航段次序,航班号,出发日期,出发时间,出发机场,到达日期,到达时间,到达机场,实际资格
B0013,26,132,FB239,8/5/2019,0.267361111,TGD,8/5/2019,0.34375,C
B0061,26,132,FB239,8/5/2019,0.267361111,TGD,8/5/2019,0.34375,F
B0013,27,2080,FB661,8/5/2019,0.34375,TGD,8/5/2019,0.416666667,C
B0061,27,2080,FB661,8/5/2019,0.34375,TGD,8/5/2019,0.416666667,F
B0013,28,4941,FB1867,8/5/2019,0.461805556,XMJ,8/5/2019,0.527777778,C
B0061,28,4941,FB1867,8/5/2019,0.461805556,XMJ,8/5/2019,0.527777778,F
B0013,29,7414,FB28,8/5/2019,0.583333333,HOM,8/5/2019,0.635416667,C
B0061,29,7414,FB28,8/5/2019,0.583333333,HOM,8/5/2019,0.635416667,F
B0013,30,9630,FB756,8/5/2019,0.690972222,XMQ,8/5/2019,0.739583333,C
B0061,30,9630,FB756,8/5/2019,0.690972222,XMQ,8/5/2019,0.739583333,F
B0013,31,11629,FB758,8/5/2019,0.774305556,XMQ,8/5/2019,0.826388889,C
B0061,31,11629,FB758,8/5/2019,0.774305556,XMQ,8/5/2019,0.826388889,F
B0013,32,13748,FB274,8/5/2019,0.881944444,FBX,8/5/2019,0.958333333,C
B0061,32,13748,FB274,8/5/2019,0.881944444,FBX,8/5/2019,0.958333333,F
B0013,33,102,FB89,8/6/2019,0.256944444,TGD,8/6/2019,0.375,C
B0061,33,102,FB89,8/6/2019,0.256944444,TGD,8/6/2019,0.375,F
B0013,34,2862,FB18,8/6/2019,0.375,HOM,8/6/2019,0.423611111,C
B0061,34,2862,FB18,8/6/2019,0.375,HOM,8/6/2019,0.423611111,F
B0013,35,5136,FB624,8/6/2019,0.475694444,XSJ,8/6/2019,0.548611111,C
B0061,35,5136,FB624,8/6/2019,0.475694444,XSJ,8/6/2019,0.548611111,F
B0013,36,7166,FB666,8/6/2019,0.569444444,GKU,8/6/2019,0.645833333,C
B0061,36,7166,FB666,8/6/2019,0.569444444,GKU,8/6/2019,0.645833333,F
B0013,37,9208,FB320,8/6/2019,0.666666667,OSY,8/6/2019,0.715277778,C
B0061,37,9208,FB320,8/6/2019,0.666666667,OSY,8/6/2019,0.715277778,F
B0013,38,3908,FB20,8/7/2019,0.416666667,HOM,8/7/2019,0.46875,C
B0061,38,3908,FB20,8/7/2019,0.416666667,HOM,8/7/2019,0.46875,F
B0013,39,6512,FB398,8/7/2019,0.534722222,UYS,8/7/2019,0.579861111,C
B0061,39,6512,FB398,8/7/2019,0.534722222,UYS,8/7/2019,0.579861111,F
B0013,40,9417,FB658,8/7/2019,0.677083333,SXJ,8/7/2019,0.732638889,C
B0061,40,9417,FB658,8/7/2019,0.677083333,SXJ,8/7/2019,0.732638889,F
B0013,41,12802,FB529,8/7/2019,0.819444444,HOM,8/7/2019,0.868055556,C
B0061,41,12802,FB529,8/7/2019,0.819444444,HOM,8/7/2019,0.868055556,F
B0013,42,475,FB94,8/8/2019,0.291666667,HOM,8/8/2019,0.340277778,C
B0061,42,475,FB94,8/8/2019,0.291666667,HOM,8/8/2019,0.340277778,F
B0013,43,3132,FB523,8/8/2019,0.385416667,HOM,8/8/2019,0.434027778,C
B0061,43,3132,FB523,8/8/2019,0.385416667,HOM,8/8/2019,0.434027778,F
B0013,44,6420,FB656,8/8/2019,0.524305556,SXJ,8/8/2019,0.579861111,C
B0061,44,6420,FB656,8/8/2019,0.524305556,SXJ,8/8/2019,0.579861111,F
B0013,45,8520,FB697,8/8/2019,0.642361111,TGD,8/8/2019,0.708333333,C
B0061,45,8520,FB697,8/8/2019,0.642361111,TGD,8/8/2019,0.708333333,F
B0013,46,10944,FB267,8/8/2019,0.75,TGD,8/8/2019,0.833333333,C
B0061,46,10944,FB267,8/8/2019,0.75,TGD,8/8/2019,0.833333333,F
B0013,47,1402,FB601,8/9/2019,0.315972222,TGD,8/9/2019,0.385416667,C
B0061,47,1402,FB601,8/9/2019,0.315972222,TGD,8/9/2019,0.385416667,F
B0013,48,3442,FB383,8/9/2019,0.399305556,TGD,8/9/2019,0.454861111,C
B0061,48,3442,FB383,8/9/2019,0.399305556,TGD,8/9/2019,0.454861111,F
B0013,49,5535,FB1142,8/9/2019,0.493055556,NOU,8/9/2019,0.569444444,C
B0061,49,5535,FB1142,8/9/2019,0.493055556,NOU,8/9/2019,0.569444444,F
B0013,50,7259,FB625,8/9/2019,0.579861111,TGD,8/9/2019,0.649305556,C
B0061,50,7259,FB625,8/9/2019,0.579861111,TGD,8/9/2019,0.649305556,F
B0013,51,8908,FB797,8/9/2019,0.65625,TGD,8/9/2019,0.722222222,C
B0061,51,8908,FB797,8/9/2019,0.65625,TGD,8/9/2019,0.722222222,F
B0013,52,10751,FB557,8/9/2019,0.736111111,TGD,8/9/2019,0.791666667,C
B0061,52,10751,FB557,8/9/2019,0.736111111,TGD,8/9/2019,0.791666667,F
B0013,53,13047,FB410,8/9/2019,0.833333333,AXO,8/9/2019,0.881944444,C
B0061,53,13047,FB410,8/9/2019,0.833333333,AXO,8/9/2019,0.881944444,F
B0013,54,137,FB239,8/10/2019,0.267361111,TGD,8/10/2019,0.34375,C
B0061,54,137,FB239,8/10/2019,0.267361111,TGD,8/10/2019,0.34375,F
B0013,55,2108,FB791,8/10/2019,0.34375,TGD,8/10/2019,0.409722222,C
B0061,55,2108,FB791,8/10/2019,0.34375,TGD,8/10/2019,0.409722222,F
B0013,56,4946,FB1867,8/10/2019,0.461805556,XMJ,8/10/2019,0.527777778,C
B0061,56,4946,FB1867,8/10/2019,0.461805556,XMJ,8/10/2019,0.527777778,F
B0013,57,7357,FB67,8/10/2019,0.583333333,TGD,8/10/2019,0.649305556,C
B0061,57,7357,FB67,8/10/2019,0.583333333,TGD,8/10/2019,0.649305556,F
B0013,58,9764,FB627,8/10/2019,0.697916667,TGD,8/10/2019,0.770833333,C
B0061,58,9764,FB627,8/10/2019,0.697916667,TGD,8/10/2019,0.770833333,F
B0013,59,12716,FB599,8/10/2019,0.819444444,TGD,8/10/2019,0.878472222,C
B0061,59,12716,FB599,8/10/2019,0.819444444,TGD,8/10/2019,0.878472222,F
B0013,60,1528,FB401,8/11/2019,0.326388889,TGD,8/11/2019,0.371527778,C
B0061,60,1528,FB401,8/11/2019,0.326388889,TGD,8/11/2019,0.371527778,F
B0013,61,3875,FB1205,8/11/2019,0.416666667,FBX,8/11/2019,0.486111111,C
B0061,61,3875,FB1205,8/11/2019,0.416666667,FBX,8/11/2019,0.486111111,F
B0013,62,5568,FB590,8/11/2019,0.493055556,MYJ,8/11/2019,0.555555556,C
B0061,62,5568,FB590,8/11/2019,0.493055556,MYJ,8/11/2019,0.555555556,F
B0013,63,8658,FB68,8/11/2019,0.645833333,NOU,8/11/2019,0.711805556,C
B0061,63,8658,FB68,8/11/2019,0.645833333,NOU,8/11/2019,0.711805556,F
B0013,64,12080,FB38,8/11/2019,0.791666667,HOM,8/11/2019,0.84375,C
B0061,64,12080,FB38,8/11/2019,0.791666667,HOM,8/11/2019,0.84375,F
B0013,65,1297,FB672,8/12/2019,0.315972222,THJ,8/12/2019,0.375,C
B0061,65,1297,FB672,8/12/2019,0.315972222,THJ,8/12/2019,0.375,F
B0013,66,3759,FB735,8/12/2019,0.413194444,HOM,8/12/2019,0.465277778,C
B0061,66,3759,FB735,8/12/2019,0.413194444,HOM,8/12/2019,0.465277778,F
B0014,1,3074,FB1795,8/1/2019,0.385416667,HOM,8/1/2019,0.472222222,C
B0062,1,3074,FB1795,8/1/2019,0.385416667,HOM,8/1/2019,0.472222222,F
B0014,2,6236,FB589,8/1/2019,0.517361111,TGD,8/1/2019,0.576388889,C
B0062,2,6236,FB589,8/1/2019,0.517361111,TGD,8/1/2019,0.576388889,F
B0014,3,8090,FB681,8/1/2019,0.621527778,TGD,8/1/2019,0.677083333,C
B0062,3,8090,FB681,8/1/2019,0.621527778,TGD,8/1/2019,0.677083333,F
B0014,4,13339,FB688,8/1/2019,0.847222222,THJ,8/1/2019,0.909722222,C
B0062,4,13339,FB688,8/1/2019,0.847222222,THJ,8/1/2019,0.909722222,F
B0014,5,245,FB293,8/2/2019,0.277777778,TGD,8/2/2019,0.329861111,C
B0062,5,245,FB293,8/2/2019,0.277777778,TGD,8/2/2019,0.329861111,F
B0014,6,3622,FB247,8/2/2019,0.409722222,TGD,8/2/2019,0.482638889,C
B0062,6,3622,FB247,8/2/2019,0.409722222,TGD,8/2/2019,0.482638889,F
B0014,7,6669,FB696,8/2/2019,0.541666667,BCJ,8/2/2019,0.611111111,C
B0062,7,6669,FB696,8/2/2019,0.541666667,BCJ,8/2/2019,0.611111111,F
B0014,8,8351,FB258,8/2/2019,0.628472222,FBX,8/2/2019,0.704861111,C
B0062,8,8351,FB258,8/2/2019,0.628472222,FBX,8/2/2019,0.704861111,F
B0014,9,10144,FB4876,8/2/2019,0.711805556,XBT,8/2/2019,0.743055556,C
B0062,9,10144,FB4876,8/2/2019,0.711805556,XBT,8/2/2019,0.743055556,F
B0014,10,12616,FB540,8/2/2019,0.815972222,OAX,8/2/2019,0.871527778,C
B0062,10,12616,FB540,8/2/2019,0.815972222,OAX,8/2/2019,0.871527778,F
B0014,11,246,FB293,8/3/2019,0.277777778,TGD,8/3/2019,0.329861111,C
B0062,11,246,FB293,8/3/2019,0.277777778,TGD,8/3/2019,0.329861111,F
B0014,12,3623,FB247,8/3/2019,0.409722222,TGD,8/3/2019,0.482638889,C
B0062,12,3623,FB247,8/3/2019,0.409722222,TGD,8/3/2019,0.482638889,F
B0014,13,6672,FB696,8/3/2019,0.541666667,BCJ,8/3/2019,0.611111111,C
B0062,13,6672,FB696,8/3/2019,0.541666667,BCJ,8/3/2019,0.611111111,F
B0014,14,9168,FB71,8/3/2019,0.666666667,TGD,8/3/2019,0.729166667,C
B0062,14,9168,FB71,8/3/2019,0.666666667,TGD,8/3/2019,0.729166667,F
B0014,15,10877,FB780,8/3/2019,0.746527778,NOU,8/3/2019,0.822916667,C
B0062,15,10877,FB780,8/3/2019,0.746527778,NOU,8/3/2019,0.822916667,F
B0014,16,526,FB671,8/4/2019,0.291666667,TGD,8/4/2019,0.350694444,C
B0062,16,526,FB671,8/4/2019,0.291666667,TGD,8/4/2019,0.350694444,F
B0014,17,3221,FB675,8/4/2019,0.388888889,TGD,8/4/2019,0.447916667,C
B0062,17,3221,FB675,8/4/2019,0.388888889,TGD,8/4/2019,0.447916667,F
B0014,18,5561,FB590,8/4/2019,0.493055556,MYJ,8/4/2019,0.555555556,C
B0062,18,5561,FB590,8/4/2019,0.493055556,MYJ,8/4/2019,0.555555556,F
B0014,19,8642,FB68,8/4/2019,0.645833333,NOU,8/4/2019,0.711805556,C
B0062,19,8642,FB68,8/4/2019,0.645833333,NOU,8/4/2019,0.711805556,F
B0014,20,12139,FB476,8/4/2019,0.798611111,SXA,8/4/2019,0.902777778,C
B0062,20,12139,FB476,8/4/2019,0.798611111,SXA,8/4/2019,0.902777778,F
B0014,21,1846,FB460,8/5/2019,0.333333333,SXA,8/5/2019,0.434027778,C
B0062,21,1846,FB460,8/5/2019,0.333333333,SXA,8/5/2019,0.434027778,F
B0014,22,4235,FB1605,8/5/2019,0.434027778,HOM,8/5/2019,0.465277778,C
B0062,22,4235,FB1605,8/5/2019,0.434027778,HOM,8/5/2019,0.465277778,F
B0014,23,6941,FB565,8/5/2019,0.548611111,TGD,8/5/2019,0.607638889,C
B0062,23,6941,FB565,8/5/2019,0.548611111,TGD,8/5/2019,0.607638889,F
B0014,24,8810,FB610,8/5/2019,0.652777778,XMH,8/5/2019,0.722222222,C
B0062,24,8810,FB610,8/5/2019,0.652777778,XMH,8/5/2019,0.722222222,F
B0014,25,11439,FB495,8/5/2019,0.767361111,TGD,8/5/2019,0.819444444,C
B0062,25,11439,FB495,8/5/2019,0.767361111,TGD,8/5/2019,0.819444444,F
B0014,26,13682,FB99,8/5/2019,0.875,TGD,8/5/2019,0.930555556,C
B0062,26,13682,FB99,8/5/2019,0.875,TGD,8/5/2019,0.930555556,F
B0014,27,4,FB8559,8/6/2019,0.00347222222,HOM,8/6/2019,0.0868055556,C
B0062,27,4,FB8559,8/6/2019,0.00347222222,HOM,8/6/2019,0.0868055556,F
B0014,28,170,FB985,8/6/2019,0.267361111,TGD,8/6/2019,0.3125,C
B0062,28,170,FB985,8/6/2019,0.267361111,TGD,8/6/2019,0.3125,F
B0014,29,3058,FB622,8/6/2019,0.381944444,XSJ,8/6/2019,0.454861111,C
B0062,29,3058,FB622,8/6/2019,0.381944444,XSJ,8/6/2019,0.454861111,F
B0014,30,5726,FB23,8/6/2019,0.5,TGD,8/6/2019,0.545138889,C
B0062,30,5726,FB23,8/6/2019,0.5,TGD,8/6/2019,0.545138889,F
B0014,31,9171,FB71,8/6/2019,0.666666667,TGD,8/6/2019,0.729166667,C
B0062,31,9171,FB71,8/6/2019,0.666666667,TGD,8/6/2019,0.729166667,F
B0014,32,10880,FB780,8/6/2019,0.746527778,NOU,8/6/2019,0.822916667,C
B0062,32,10880,FB780,8/6/2019,0.746527778,NOU,8/6/2019,0.822916667,F
B0014,33,172,FB985,8/7/2019,0.267361111,TGD,8/7/2019,0.3125,C
B0062,33,172,FB985,8/7/2019,0.267361111,TGD,8/7/2019,0.3125,F
B0014,34,3059,FB622,8/7/2019,0.381944444,XSJ,8/7/2019,0.454861111,C
B0062,34,3059,FB622,8/7/2019,0.381944444,XSJ,8/7/2019,0.454861111,F
B0014,35,5728,FB23,8/7/2019,0.5,TGD,8/7/2019,0.545138889,C
B0062,35,5728,FB23,8/7/2019,0.5,TGD,8/7/2019,0.545138889,F
B0014,36,8356,FB258,8/7/2019,0.628472222,FBX,8/7/2019,0.704861111,C
B0062,36,8356,FB258,8/7/2019,0.628472222,FBX,8/7/2019,0.704861111,F
B0014,37,10149,FB4876,8/7/2019,0.711805556,XBT,8/7/2019,0.743055556,C
B0062,37,10149,FB4876,8/7/2019,0.711805556,XBT,8/7/2019,0.743055556,F
B0014,38,12626,FB540,8/7/2019,0.815972222,OAX,8/7/2019,0.871527778,C
B0062,38,12626,FB540,8/7/2019,0.815972222,OAX,8/7/2019,0.871527778,F
B0014,39,173,FB411,8/8/2019,0.267361111,TGD,8/8/2019,0.315972222,C
B0062,39,173,FB411,8/8/2019,0.267361111,TGD,8/8/2019,0.315972222,F
B0014,40,1990,FB731,8/8/2019,0.336805556,HOM,8/8/2019,0.388888889,C
B0062,40,1990,FB731,8/8/2019,0.336805556,HOM,8/8/2019,0.388888889,F
B0014,41,4026,FB248,8/8/2019,0.423611111,FBX,8/8/2019,0.496527778,C
B0062,41,4026,FB248,8/8/2019,0.423611111,FBX,8/8/2019,0.496527778,F
B0014,42,7852,FB66,8/8/2019,0.604166667,NOU,8/8/2019,0.670138889,C
B0062,42,7852,FB66,8/8/2019,0.604166667,NOU,8/8/2019,0.670138889,F
B0014,43,9633,FB756,8/8/2019,0.690972222,XMQ,8/8/2019,0.739583333,C
B0062,43,9633,FB756,8/8/2019,0.690972222,XMQ,8/8/2019,0.739583333,F
B0014,44,11635,FB758,8/8/2019,0.774305556,XMQ,8/8/2019,0.826388889,C
B0062,44,11635,FB758,8/8/2019,0.774305556,XMQ,8/8/2019,0.826388889,F
B0014,45,13752,FB274,8/8/2019,0.881944444,FBX,8/8/2019,0.958333333,C
B0062,45,13752,FB274,8/8/2019,0.881944444,FBX,8/8/2019,0.958333333,F
B0014,46,136,FB239,8/9/2019,0.267361111,TGD,8/9/2019,0.34375,C
B0062,46,136,FB239,8/9/2019,0.267361111,TGD,8/9/2019,0.34375,F
B0014,47,2107,FB791,8/9/2019,0.34375,TGD,8/9/2019,0.409722222,C
B0062,47,2107,FB791,8/9/2019,0.34375,TGD,8/9/2019,0.409722222,F
B0014,48,4945,FB1867,8/9/2019,0.461805556,XMJ,8/9/2019,0.527777778,C
B0062,48,4945,FB1867,8/9/2019,0.461805556,XMJ,8/9/2019,0.527777778,F
B0014,49,7356,FB67,8/9/2019,0.583333333,TGD,8/9/2019,0.649305556,C
B0062,49,7356,FB67,8/9/2019,0.583333333,TGD,8/9/2019,0.649305556,F
B0014,50,9763,FB627,8/9/2019,0.697916667,TGD,8/9/2019,0.770833333,C
B0062,50,9763,FB627,8/9/2019,0.697916667,TGD,8/9/2019,0.770833333,F
B0014,51,12715,FB599,8/9/2019,0.819444444,TGD,8/9/2019,0.878472222,C
B0062,51,12715,FB599,8/9/2019,0.819444444,TGD,8/9/2019,0.878472222,F
B0014,52,1527,FB401,8/10/2019,0.326388889,TGD,8/10/2019,0.371527778,C
B0062,52,1527,FB401,8/10/2019,0.326388889,TGD,8/10/2019,0.371527778,F
B0014,53,3874,FB1205,8/10/2019,0.416666667,FBX,8/10/2019,0.486111111,C
B0062,53,3874,FB1205,8/10/2019,0.416666667,FBX,8/10/2019,0.486111111,F
B0014,54,5663,FB1863,8/10/2019,0.496527778,UDJ,8/10/2019,0.618055556,C
B0062,54,5663,FB1863,8/10/2019,0.496527778,UDJ,8/10/2019,0.618055556,F
B0014,55,7858,FB556,8/10/2019,0.604166667,TXD,8/10/2019,0.663194444,C
B0062,55,7858,FB556,8/10/2019,0.604166667,TXD,8/10/2019,0.663194444,F
B0014,56,9936,FB35,8/10/2019,0.708333333,TGD,8/10/2019,0.756944444,C
B0062,56,9936,FB35,8/10/2019,0.708333333,TGD,8/10/2019,0.756944444,F
B0014,57,12478,FB271,8/10/2019,0.8125,TGD,8/10/2019,0.888888889,C
B0062,57,12478,FB271,8/10/2019,0.8125,TGD,8/10/2019,0.888888889,F
B0014,58,316,FB619,8/11/2019,0.28125,TGD,8/11/2019,0.354166667,C
B0062,58,316,FB619,8/11/2019,0.28125,TGD,8/11/2019,0.354166667,F
B0014,59,2598,FB294,8/11/2019,0.364583333,OOJ,8/11/2019,0.416666667,C
B0062,59,2598,FB294,8/11/2019,0.364583333,OOJ,8/11/2019,0.416666667,F
B0014,60,4727,FB462,8/11/2019,0.454861111,SXA,8/11/2019,0.5625,C
B0062,60,4727,FB462,8/11/2019,0.454861111,SXA,8/11/2019,0.5625,F
B0014,61,7132,FB566,8/11/2019,0.565972222,XNZ,8/11/2019,0.621527778,C
B0062,61,7132,FB566,8/11/2019,0.565972222,XNZ,8/11/2019,0.621527778,F
B0014,62,9475,FB472,8/11/2019,0.680555556,SXA,8/11/2019,0.788194444,C
B0062,62,9475,FB472,8/11/2019,0.680555556,SXA,8/11/2019,0.788194444,F
B0014,63,12126,FB799,8/11/2019,0.798611111,TGD,8/11/2019,0.864583333,C
B0062,63,12126,FB799,8/11/2019,0.798611111,TGD,8/11/2019,0.864583333,F
B0014,64,286,FB993,8/12/2019,0.277777778,TGD,8/12/2019,0.378472222,C
B0062,64,286,FB993,8/12/2019,0.277777778,TGD,8/12/2019,0.378472222,F
B0014,65,3085,FB1795,8/12/2019,0.385416667,HOM,8/12/2019,0.472222222,C
B0062,65,3085,FB1795,8/12/2019,0.385416667,HOM,8/12/2019,0.472222222,F
B0014,66,5696,FB623,8/12/2019,0.496527778,TGD,8/12/2019,0.569444444,C
B0062,66,5696,FB623,8/12/2019,0.496527778,TGD,8/12/2019,0.569444444,F
B0015,1,2427,FB751,8/1/2019,0.357638889,TGD,8/1/2019,0.399305556,C
B0063,1,2427,FB751,8/1/2019,0.357638889,TGD,8/1/2019,0.399305556,F
B0015,2,5438,FB1606,8/1/2019,0.489583333,XNZ,8/1/2019,0.520833333,C
B0063,2,5438,FB1606,8/1/2019,0.489583333,XNZ,8/1/2019,0.520833333,F
B0015,3,8236,FB69,8/1/2019,0.625,TGD,8/1/2019,0.6875,C
B0063,3,8236,FB69,8/1/2019,0.625,TGD,8/1/2019,0.6875,F
B0015,4,9880,FB388,8/1/2019,0.704861111,YKJ,8/1/2019,0.767361111,C
B0063,4,9880,FB388,8/1/2019,0.704861111,YKJ,8/1/2019,0.767361111,F
B0015,5,12707,FB599,8/1/2019,0.819444444,TGD,8/1/2019,0.878472222,C
B0063,5,12707,FB599,8/1/2019,0.819444444,TGD,8/1/2019,0.878472222,F
B0015,6,129,FB239,8/2/2019,0.267361111,TGD,8/2/2019,0.34375,C
B0063,6,129,FB239,8/2/2019,0.267361111,TGD,8/2/2019,0.34375,F
B0015,7,2077,FB661,8/2/2019,0.34375,TGD,8/2/2019,0.416666667,C
B0063,7,2077,FB661,8/2/2019,0.34375,TGD,8/2/2019,0.416666667,F
B0015,8,4938,FB1867,8/2/2019,0.461805556,XMJ,8/2/2019,0.527777778,C
B0063,8,4938,FB1867,8/2/2019,0.461805556,XMJ,8/2/2019,0.527777778,F
B0015,9,7411,FB28,8/2/2019,0.583333333,HOM,8/2/2019,0.635416667,C
B0063,9,7411,FB28,8/2/2019,0.583333333,HOM,8/2/2019,0.635416667,F
B0015,10,9627,FB756,8/2/2019,0.690972222,XMQ,8/2/2019,0.739583333,C
B0063,10,9627,FB756,8/2/2019,0.690972222,XMQ,8/2/2019,0.739583333,F
B0015,11,11623,FB758,8/2/2019,0.774305556,XMQ,8/2/2019,0.826388889,C
B0063,11,11623,FB758,8/2/2019,0.774305556,XMQ,8/2/2019,0.826388889,F
B0015,12,13743,FB274,8/2/2019,0.881944444,FBX,8/2/2019,0.958333333,C
B0063,12,13743,FB274,8/2/2019,0.881944444,FBX,8/2/2019,0.958333333,F
B0015,13,163,FB411,8/3/2019,0.267361111,TGD,8/3/2019,0.315972222,C
B0063,13,163,FB411,8/3/2019,0.267361111,TGD,8/3/2019,0.315972222,F
B0015,14,1985,FB731,8/3/2019,0.336805556,HOM,8/3/2019,0.388888889,C
B0063,14,1985,FB731,8/3/2019,0.336805556,HOM,8/3/2019,0.388888889,F
B0015,15,4021,FB248,8/3/2019,0.423611111,FBX,8/3/2019,0.496527778,C
B0063,15,4021,FB248,8/3/2019,0.423611111,FBX,8/3/2019,0.496527778,F
B0015,16,6150,FB252,8/3/2019,0.513888889,FBX,8/3/2019,0.590277778,C
B0063,16,6150,FB252,8/3/2019,0.513888889,FBX,8/3/2019,0.590277778,F
B0015,17,7791,FB626,8/3/2019,0.600694444,XSJ,8/3/2019,0.673611111,C
B0063,17,7791,FB626,8/3/2019,0.600694444,XSJ,8/3/2019,0.673611111,F
B0015,18,10939,FB267,8/3/2019,0.75,TGD,8/3/2019,0.833333333,C
B0063,18,10939,FB267,8/3/2019,0.75,TGD,8/3/2019,0.833333333,F
B0015,19,1397,FB601,8/4/2019,0.315972222,TGD,8/4/2019,0.385416667,C
B0063,19,1397,FB601,8/4/2019,0.315972222,TGD,8/4/2019,0.385416667,F
B0015,20,3437,FB383,8/4/2019,0.399305556,TGD,8/4/2019,0.454861111,C
B0063,20,3437,FB383,8/4/2019,0.399305556,TGD,8/4/2019,0.454861111,F
B0015,21,5530,FB1142,8/4/2019,0.493055556,NOU,8/4/2019,0.569444444,C
B0063,21,5530,FB1142,8/4/2019,0.493055556,NOU,8/4/2019,0.569444444,F
B0015,22,7254,FB625,8/4/2019,0.579861111,TGD,8/4/2019,0.649305556,C
B0063,22,7254,FB625,8/4/2019,0.579861111,TGD,8/4/2019,0.649305556,F
B0015,23,8841,FB261,8/4/2019,0.65625,TGD,8/4/2019,0.732638889,C
B0063,23,8841,FB261,8/4/2019,0.65625,TGD,8/4/2019,0.732638889,F
B0015,24,11376,FB685,8/4/2019,0.760416667,TGD,8/4/2019,0.819444444,C
B0063,24,11376,FB685,8/4/2019,0.760416667,TGD,8/4/2019,0.819444444,F
B0015,25,13609,FB478,8/4/2019,0.868055556,SXA,8/4/2019,0.96875,C
B0063,25,13609,FB478,8/4/2019,0.868055556,SXA,8/4/2019,0.96875,F
B0015,26,248,FB293,8/5/2019,0.277777778,TGD,8/5/2019,0.329861111,C
B0063,26,248,FB293,8/5/2019,0.277777778,TGD,8/5/2019,0.329861111,F
B0015,27,3625,FB247,8/5/2019,0.409722222,TGD,8/5/2019,0.482638889,C
B0063,27,3625,FB247,8/5/2019,0.409722222,TGD,8/5/2019,0.482638889,F
B0015,28,6679,FB696,8/5/2019,0.541666667,BCJ,8/5/2019,0.611111111,C
B0063,28,6679,FB696,8/5/2019,0.541666667,BCJ,8/5/2019,0.611111111,F
B0015,29,8354,FB258,8/5/2019,0.628472222,FBX,8/5/2019,0.704861111,C
B0063,29,8354,FB258,8/5/2019,0.628472222,FBX,8/5/2019,0.704861111,F
B0015,30,10147,FB4876,8/5/2019,0.711805556,XBT,8/5/2019,0.743055556,C
B0063,30,10147,FB4876,8/5/2019,0.711805556,XBT,8/5/2019,0.743055556,F
B0015,31,12622,FB540,8/5/2019,0.815972222,OAX,8/5/2019,0.871527778,C
B0063,31,12622,FB540,8/5/2019,0.815972222,OAX,8/5/2019,0.871527778,F
B0015,32,169,FB411,8/6/2019,0.267361111,TGD,8/6/2019,0.315972222,C
B0063,32,169,FB411,8/6/2019,0.267361111,TGD,8/6/2019,0.315972222,F
B0015,33,1988,FB731,8/6/2019,0.336805556,HOM,8/6/2019,0.388888889,C
B0063,33,1988,FB731,8/6/2019,0.336805556,HOM,8/6/2019,0.388888889,F
B0015,34,4024,FB248,8/6/2019,0.423611111,FBX,8/6/2019,0.496527778,C
B0063,34,4024,FB248,8/6/2019,0.423611111,FBX,8/6/2019,0.496527778,F
B0015,35,6162,FB252,8/7/2019,0.513888889,FBX,8/7/2019,0.590277778,C
B0063,35,6162,FB252,8/7/2019,0.513888889,FBX,8/7/2019,0.590277778,F
B0015,36,7795,FB626,8/7/2019,0.600694444,XSJ,8/7/2019,0.673611111,C
B0063,36,7795,FB626,8/7/2019,0.600694444,XSJ,8/7/2019,0.673611111,F
B0015,37,11161,FB657,8/7/2019,0.753472222,TGD,8/7/2019,0.805555556,C
B0063,37,11161,FB657,8/7/2019,0.753472222,TGD,8/7/2019,0.805555556,F
B0015,38,13795,FB84,8/7/2019,0.892361111,NOU,8/7/2019,0.958333333,C
B0063,38,13795,FB84,8/7/2019,0.892361111,NOU,8/7/2019,0.958333333,F
B0015,39,437,FB51,8/8/2019,0.291666667,TGD,8/8/2019,0.354166667,C
B0063,39,437,FB51,8/8/2019,0.291666667,TGD,8/8/2019,0.354166667,F
B0015,40,2668,FB747,8/8/2019,0.371527778,TGD,8/8/2019,0.409722222,C
B0063,40,2668,FB747,8/8/2019,0.371527778,TGD,8/8/2019,0.409722222,F
B0015,41,4723,FB462,8/8/2019,0.454861111,SXA,8/8/2019,0.5625,C
B0063,41,4723,FB462,8/8/2019,0.454861111,SXA,8/8/2019,0.5625,F
B0015,42,6513,FB398,8/8/2019,0.534722222,UYS,8/8/2019,0.579861111,C
B0063,42,6513,FB398,8/8/2019,0.534722222,UYS,8/8/2019,0.579861111,F
B0015,43,9419,FB658,8/8/2019,0.677083333,SXJ,8/8/2019,0.732638889,C
B0063,43,9419,FB658,8/8/2019,0.677083333,SXJ,8/8/2019,0.732638889,F
B0015,44,12803,FB529,8/8/2019,0.819444444,HOM,8/8/2019,0.868055556,C
B0063,44,12803,FB529,8/8/2019,0.819444444,HOM,8/8/2019,0.868055556,F
B0015,45,477,FB94,8/9/2019,0.291666667,HOM,8/9/2019,0.340277778,C
B0063,45,477,FB94,8/9/2019,0.291666667,HOM,8/9/2019,0.340277778,F
B0015,46,3133,FB523,8/9/2019,0.385416667,HOM,8/9/2019,0.434027778,C
B0063,46,3133,FB523,8/9/2019,0.385416667,HOM,8/9/2019,0.434027778,F
B0015,47,6421,FB656,8/9/2019,0.524305556,SXJ,8/9/2019,0.579861111,C
B0063,47,6421,FB656,8/9/2019,0.524305556,SXJ,8/9/2019,0.579861111,F
B0015,48,8521,FB697,8/9/2019,0.642361111,TGD,8/9/2019,0.708333333,C
B0063,48,8521,FB697,8/9/2019,0.642361111,TGD,8/9/2019,0.708333333,F
